sent_id,section,sentence,tokens,hmm_oov,pcfg_oov,hmm_accuracy,pcfg_accuracy,pcfg_errors,joint_parsed,joint_logprob,joint_seconds,pipeline_parsed,pipeline_logprob,joint_tree
137,international,The significance of the case lies not merely in what happened to one young man.,16,2,2,1.0,1.0,,1,-92.313,0.088,1,-92.313,(TOP (S (NP (NP (DT The) (NN significance)) (PP (IN of) (NP (DT the) (NN case)))) (VP (VBZ lies) (RB not) (ADVP (RB merely)) (PP (IN in) (SBAR (WHNP (WP what)) (S (VBD happened) (PP (TO to) (NP (CD one) (JJ young) (NN man))))))) (. .)))
138,business-news,"The teas at the bottom were irregular, following quality.",11,2,2,0.8182,0.9091,irregular:JJ->VB,1,-62.119,0.025,1,-65.364,"(TOP (S (NP (NP (DT The) (NNS teas)) (PP (IN at) (NP (DT the) (NN bottom)))) (VP (VBD were) (VP (VB irregular) (, ,) (S (VBG following) (NP (NN quality))))) (. .)))"
139,international,A post-mortem report is often treated as one document among many in a criminal case.,16,1,1,1.0,0.9375,as:IN->RB,1,-103.388,0.079,1,-103.564,(TOP (S (NP (DT A) (JJ post-mortem) (NN report)) (VP (VBZ is) (RB often) (VP (VBN treated) (ADVP (RB as) (NP (CD one) (NN document)) (PP (IN among) (ADJP (JJ many)))) (PP (IN in) (NP (DT a) (JJ criminal) (NN case))))) (. .)))
140,international,"In reality, it can determine the trajectory of an investigation.",12,1,1,1.0,1.0,,1,-56.934,0.026,1,-56.934,"(TOP (S (PP (IN In) (NP (NN reality))) (, ,) (NP (PRP it)) (VP (MD can) (VP (VB determine) (NP (NP (DT the) (NN trajectory)) (PP (IN of) (NP (DT an) (NN investigation)))))) (. .)))"
141,international,"Once an initial conclusion enters the case record, subsequent investigators can become anchored to it.",17,3,3,0.8824,1.0,,1,-101.355,0.088,1,-149.823,"(TOP (S (SBAR (IN Once) (S (NP (DT an) (JJ initial) (NN conclusion)) (VP (VBZ enters) (NP (DT the) (NN case) (NN record))))) (, ,) (NP (JJ subsequent) (NNS investigators)) (VP (MD can) (VP (VB become) (VP (VBN anchored) (PP (TO to) (NP (PRP it)))))) (. .)))"
142,international,Questions were also raised about whether gunshot-residue testing had been conducted.,12,2,2,0.8333,0.8333,about:IN->RB; gunshot-residue:NN->JJ,1,-83.634,0.026,1,-132.563,(TOP (S (NP (NNS Questions)) (VP (VBD were) (RB also) (VP (VBN raised) (ADVP (RB about)) (SBAR (IN whether) (S (NP (JJ gunshot-residue) (NN testing)) (VP (VBD had) (VP (VBN been) (VP (VBN conducted)))))))) (. .)))
143,international,The subsequent examination found injuries and evidence that complicated the original interpretation.,13,0,0,0.8462,0.8462,that:WDT->IN; complicated:VBD->IN,1,-96.305,0.045,1,-96.305,(TOP (S (NP (DT The) (JJ subsequent) (NN examination)) (VP (VBD found) (NP (NNS injuries) (CC and) (NN evidence)) (PP (IN that) (IN complicated) (NP (DT the) (JJ original) (NN interpretation)))) (. .)))
144,international,The episode illustrates why medico-legal medicine cannot operate as a routine administrative exercise.,15,2,2,0.9333,1.0,,1,-105.068,0.039,1,-123.85,(TOP (S (NP (DT The) (NN episode)) (VP (VBZ illustrates) (SBAR (WHADVP (WRB why)) (S (NP (JJ medico-legal) (NN medicine)) (VP (MD can) (RB not) (VP (VB operate) (PP (IN as) (NP (DT a) (JJ routine) (JJ administrative) (NN exercise)))))))) (. .)))
145,international,Every observation can eventually become evidence before a court.,10,1,1,0.8,1.0,,1,-63.73,0.018,1,-113.314,(TOP (S (NP (DT Every) (NN observation)) (VP (MD can) (RB eventually) (VP (VB become) (NP (NP (NN evidence)) (PP (IN before) (NP (DT a) (NN court)))))) (. .)))
146,international,Such failures do not necessarily mean that the underlying evidence is false.,13,1,1,0.8462,0.9231,underlying:VBG->JJ,1,-86.083,0.044,1,-88.629,(TOP (S (NP (JJ Such) (NNS failures)) (VP (VBP do) (RB not) (ADVP (RB necessarily)) (VP (VB mean) (SBAR (IN that) (S (NP (DT the) (JJ underlying) (NN evidence)) (VP (VBZ is) (ADJP (JJ false))))))) (. .)))
147,international,Any unexplained gap can provide the defence with grounds to challenge its reliability.,14,5,5,0.7143,1.0,,1,-73.997,0.054,1,-166.412,(TOP (S (NP (DT Any) (JJ unexplained) (NN gap)) (VP (MD can) (VP (VB provide) (NP (NP (DT the) (NN defence)) (PP (IN with) (NP (NNS grounds)))) (S (TO to) (VP (VB challenge) (NP (PRP$ its) (NN reliability)))))) (. .)))
148,international,The problem begins well before laboratory analysis.,8,1,1,0.875,0.875,laboratory:NN->JJ,1,-51.352,0.007,1,-54.505,(TOP (S (NP (DT The) (NN problem)) (VP (VBZ begins) (ADVP (RB well)) (PP (IN before) (NP (JJ laboratory) (NN analysis)))) (. .)))
149,international,"Crime scenes require careful preservation, documentation, photography, mapping, evidence collection and reconstruction.",17,5,5,0.5294,1.0,,1,-106.262,0.082,1,-252.959,"(TOP (S (NP (NN Crime) (NNS scenes)) (VP (VBP require) (NP (JJ careful) (NX (NX (NN preservation)) (, ,) (NX (NN documentation)) (, ,) (NX (NN photography)) (, ,) (NX (NN mapping)) (, ,) (NX (NN evidence) (NN collection)) (CC and) (NX (NN reconstruction))))) (. .)))"
150,international,Pakistan has long faced criticism over the limited forensic capacity available outside major centres.,15,3,3,0.8667,0.9333,outside:IN->JJ,1,-107.867,0.086,1,-133.877,(TOP (S (NP (NNP Pakistan)) (VP (VBZ has) (RB long) (VP (VBN faced) (NP (NN criticism)) (PP (IN over) (NP (NP (DT the) (JJ limited) (JJ forensic) (NN capacity)) (JJ available) (JJ outside) (JJ major) (NNS centres))))) (. .)))
